ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda
CTG,1,2013,4646,0.066,-0.012,,,-2567.0,5284.0,0.048,-0.092,,1370,1042,1040,-0.323,-0.228,150,304,184,-1346,2716,
CTG,4,2012,4702,-0.12,0.005,,,-2375.0,5822.0,-0.031,0.036,,1896,1351,1347,-0.239,-0.503,298,330,491,-1551,3447,
CTG,3,2012,4680,-0.126,-0.001,,,-1666.0,5622.0,-0.015,0.026,,3490,2712,2708,0.715,3.746,426,250,266,-466,3956,
CTG,2,2012,4685,-0.092,0.075,,,-3214.0,5479.0,-0.046,0.087,,775,576,571,-0.703,-0.628,167,319,308,-1490,2265,
CTG,1,2012,4359,0.038,-0.185,,,-2178.0,5040.0,-0.008,-0.162,,2017,1540,1535,0.541,-0.133,189,299,193,-845,2862,
CTG,4,2011,5345,0.427,-0.002,,,-895.0,6011.0,0.21,0.053,,2409,1779,1771,2.161,0.121,-2,351,316,-2707,5116,
CTG,3,2011,5357,0.78,0.039,,,-3177.0,5711.0,0.616,-0.006,,2063,1582,1579,0.288,-0.177,84,-5,275,-471,2534,
CTG,2,2011,5157,0.676,0.228,,,-3267.0,5744.0,0.618,0.13,,2732,1922,1918,1.896,0.926,-11,322,275,255,2477,
CTG,1,2011,4201,0.868,0.122,,,-1938.0,5083.0,0.851,0.023,,1162,997,996,0.012,0.778,224,388,270,-1983,3145,
CTG,4,2010,3745,0.515,0.244,,,-2150.0,4970.0,0.868,0.406,,878,570,560,-0.255,-0.543,-218,478,964,-1942,2820,
CTG,3,2010,3010,0.441,-0.022,,,-1678.0,3534.0,0.197,-0.005,,1485,1220,1226,1.796,0.851,65,181,278,-370,1855,
CTG,2,2010,3077,0.681,0.368,,,-2119.0,3550.0,0.53,0.293,,1006,665,662,0.721,-0.327,-43,372,144,-425,1431,
CTG,1,2010,2249,0.363,-0.09,,,-1294.0,2746.0,0.422,0.032,,1171,988,984,-0.183,0.308,132,316,49,-281,1453,
CTG,4,2009,2472,,0.184,,,-2146.0,2660.0,,-0.099,,596,755,752,,0.715,-70,244,15,82,514,
CTG,3,2009,2088,,0.14,,,-1381.0,2953.0,,0.272,,839,451,439,,0.14,103,169,592,-732,1572,
CTG,2,2009,1831,,0.109,,,-1527.0,2321.0,,0.202,,873,385,385,,-0.681,146,149,195,79,794,
CTG,1,2009,1651,,,,,-725.0,1931.0,,,,1206,1205,1205,,,30,113,137,0,1206,
BCG,3,2022,1177,1.572,0.336,-822,355,-157.0,198.0,0.582,1.24,-296,59,39,26,-0.841,-0.894,,,,,,352.0
BCG,2,2022,881,0.083,-0.297,-598,283,-195.0,88.0,-0.361,-0.774,-389,373,324,248,0.103,-0.084,,,,,,207.0
BCG,1,2022,1253,0.977,0.83,-711,542,-151.0,391.0,2.609,3.639,-312,659,522,271,1.295,1.773,,,,,,547.0
BCG,4,2021,685,2.205,0.497,-469,215,-131.0,84.0,4.379,-0.326,-302,342,271,98,-0.409,-0.411,,,,,,178.0
BCG,3,2021,457,-0.415,-0.438,-236,221,-96.0,125.0,-0.181,-0.095,-318,270,218,166,4.097,-0.263,,,,,,216.0
BCG,2,2021,813,0.558,0.283,-515,299,-160.0,138.0,,0.276,-292,398,321,225,13.248,0.907,,,,,,276.0
BCG,1,2021,634,0.647,1.967,-430,203,-95.0,108.0,7.093,5.913,-135,200,163,118,90.212,-0.286,,,,,,200.0
BCG,4,2020,214,-0.663,-0.727,-95,119,-103.0,16.0,,-0.897,-155,227,177,165,73.748,4.078,,,,,,41.0
BCG,3,2020,782,2.194,0.498,-558,224,-71.0,153.0,,,-79,102,76,33,-0.336,1.061,,,,,,162.0
BCG,2,2020,522,0.114,0.356,-450,72,-89.0,-17.0,,,-73,38,19,16,-0.732,11.205,,,,,,7.0
BCG,1,2020,385,0.684,-0.393,-309,76,-63.0,13.0,-0.541,,-44,13,8,1,-0.86,-0.415,,,,,,22.0
BCG,4,2019,634,1.28,1.591,-537,97,-98.0,0.0,,,-21,33,16,2,,-0.955,,,,,,4.0
BCG,3,2019,245,0.055,-0.478,-192,53,-53.0,0.0,,,-44,59,53,49,23.217,-0.168,,,,,,1.0
BCG,2,2019,468,0.947,1.05,-418,50,-52.0,-2.0,,,-65,85,61,59,5.373,5.358,,,,,,8.0
BCG,1,2019,229,-0.37,-0.178,-153,76,-47.0,29.0,1.525,0.179,-17,18,14,9,1.954,,,,,,,36.0
BCG,4,2018,278,-0.569,0.199,-202,76,-52.0,25.0,0.825,0.071,-65,17,3,-29,,,,,,,,31.0
